run_id,ontology_pair,ontology_pair_label,stage1_model,examples,direction,source_iri,source_label,target_iri,target_label,expected_subject,expected_object,relationship,surface_triage,review_priority,manual_direction_label,manual_direction_note
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/ONS_1000005,diet by nutritional composition,Food Technology,diet by nutritional composition,diet by nutritional composition uses knowledge from food technology.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/ONS_1000007,prescribed diet,Food Technology,prescribed diet,prescribed diet applies food technology.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/ONS_1000021,vegan diet,Food Technology,vegan diet,vegan diet employs food techonlogy to develop plant food products.,one_or_both_labels_not_literal,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/ONS_1000040,"low-carbohydrate, high-protien, high fat diet",Food Technology,"low-carbohydrate, high-protien, high fat diet","low-carbohydrate, high-protien, high fat diet applies food technology.",expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/ONS_1000066,rural diet,Food Technology,rural diet,rural diet is impacted by food technology.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D007221,Industry,http://purl.obolibrary.org/obo/FOODON_00003194,vegetarian food material,Industry,vegetarian food material,vegetarian food material is manufactured by the industry.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D007221,Industry,http://purl.obolibrary.org/obo/FOODON_03420164,animal material,Industry,animal material,animal material is utilized by the industry.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D007221,Industry,http://purl.obolibrary.org/obo/ONS_1000026,pescetarian diet,Industry,pescetarian diet,pescetarian diet is a type of diet promoted by the industry.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/FOODON_00001002,food product,Nutritive Value,food product,food product has a nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/FOODON_00001015,plant food product,Nutritive Value,plant food product,plant food product contributes to the nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/FOODON_00001143,fungus food product,Nutritive Value,fungus food product,fungus food product is characterized by its nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/FOODON_00001184,algae material,Nutritive Value,algae material,algae material has nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/FOODON_00003194,vegetarian food material,Nutritive Value,vegetarian food material,vegetarian food material imparts its nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/FOODON_00004242,animal food product,Nutritive Value,animal food product,animal food product provides nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/FOODON_03420164,animal material,Nutritive Value,animal material,animal material provides nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000001,diet,Nutritive Value,diet,diet is determined by nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000005,diet by nutritional composition,Nutritive Value,diet by nutritional composition,diet by nutritional composition is determined by nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000007,prescribed diet,Nutritive Value,prescribed diet,prescribed diet considers the nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000019,diet by food organism,Nutritive Value,diet by food organism,a diet by food organism depends on the nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000026,pescetarian diet,Nutritive Value,pescetarian diet,pescetarian diet provides food with high nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000028,non-pork diet,Nutritive Value,non-pork diet,non-pork diet is characterized by its nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000036,ketogenic diet,Nutritive Value,ketogenic diet,ketogenic diet influences nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000040,"low-carbohydrate, high-protien, high fat diet",Nutritive Value,"low-carbohydrate, high-protien, high fat diet","low-carbohydrate, high-protien, high fat diet impacts nutritive value.",expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000043,gluten free diet,Nutritive Value,gluten free diet,gluten free diet consideres the nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000066,rural diet,Nutritive Value,rural diet,rural diet  can be evaluated by its nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D011634,Public Health,http://purl.obolibrary.org/obo/ONS_0000082,clinically prescribed diet,Public Health,clinically prescribed diet,clinically prescribed diet is promoted by public health.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D011634,Public Health,http://purl.obolibrary.org/obo/ONS_1000001,diet,Public Health,diet,diet is monitored by public health.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D011634,Public Health,http://purl.obolibrary.org/obo/ONS_1000005,diet by nutritional composition,Public Health,diet by nutritional composition,public health is promoted by diet by nutritional composition.,expected_subject_before_object,standard_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D011634,Public Health,http://purl.obolibrary.org/obo/ONS_1000007,prescribed diet,Public Health,prescribed diet,prescribed diet is promoted by public health.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D011634,Public Health,http://purl.obolibrary.org/obo/ONS_1000036,ketogenic diet,Public Health,ketogenic diet,ketogenic diet affects public health.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D011634,Public Health,http://purl.obolibrary.org/obo/ONS_1000040,"low-carbohydrate, high-protien, high fat diet",Public Health,"low-carbohydrate, high-protien, high fat diet","low-carbohydrate, high-protien, high fat diet are monitored by public health.",expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/FOODON_00001002,food product,Food Industry,food product,food product is manufactured by the food industry.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/FOODON_00001015,plant food product,Food Industry,plant food product,plant food product is manufactured by the food industry.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/FOODON_00001046,animal seafood product,Food Industry,animal seafood product,animal seafood product are distributed by the food industry.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/FOODON_00004242,animal food product,Food Industry,animal food product,animal food product is produced by the food industry.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/FOODON_03420116,organism material,Food Industry,organism material,organism material is processed by the food industry.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/FOODON_03420164,animal material,Food Industry,animal material,animal material is processed by the food industry.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000001,diet,Food Industry,diet,diet is supported by the food industry.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000005,diet by nutritional composition,Food Industry,diet by nutritional composition,diet by nutritional composition is provide by the food industry.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000007,prescribed diet,Food Industry,prescribed diet,prescribed diet are created by the food industry.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000019,diet by food organism,Food Industry,diet by food organism,diet by food organism is catered to by the food industry.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000021,vegan diet,Food Industry,vegan diet,vegan diet is provided by food industry.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000026,pescetarian diet,Food Industry,pescetarian diet,pescetarian diet is a type of diet provided by the food industry.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000028,non-pork diet,Food Industry,non-pork diet,non-pork diet is supported by the food industry.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000037,DASH diet,Food Industry,DASH diet,the dash diet is a type of diet used in the food industry.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000052,halal diet,Food Industry,halal diet,halal diet is served by the food industry.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/FOODON_00001002,food product,Food Quality,food product,food product is a aspect of food quality.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/FOODON_00001015,plant food product,Food Quality,plant food product,plant food product impact food quality.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/FOODON_00001248,fish food product,Food Quality,fish food product,fish food product affects food quality.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/FOODON_00003194,vegetarian food material,Food Quality,vegetarian food material,vegetarian food material affect food quality.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/FOODON_03420116,organism material,Food Quality,organism material,organism material can impact food quality.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/ONS_1000001,diet,Food Quality,diet,diet affects food quality.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/ONS_1000005,diet by nutritional composition,Food Quality,diet by nutritional composition,diet by nutritional composition impacts food quality.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/ONS_1000021,vegan diet,Food Quality,vegan diet,vegan diet is concerned with food quality.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/ONS_1000026,pescetarian diet,Food Quality,pescetarian diet,pescetarian diet affects food quality.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/ONS_1000036,ketogenic diet,Food Quality,ketogenic diet,ketogenic diet affects food quality.,expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/ONS_1000040,"low-carbohydrate, high-protien, high fat diet",Food Quality,"low-carbohydrate, high-protien, high fat diet","low-carbohydrate, high-protien, high fat diet may impact food quality.",expected_object_before_subject,priority_review,,
MO_L_E1_D12,mesh_ons,MeSH–ONS,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/ONS_1000066,rural diet,Food Quality,rural diet,rural diet can influence food quality.,expected_object_before_subject,priority_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D005506,Food Contamination,http://purl.obolibrary.org/obo/FOODON_00001002,food product,food product,Food Contamination,food product may suffer from food contamination.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D005506,Food Contamination,http://purl.obolibrary.org/obo/FOODON_00004242,animal food product,animal food product,Food Contamination,animal food product is affected by food contamination.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D005506,Food Contamination,http://purl.obolibrary.org/obo/ONS_1000021,vegan diet,vegan diet,Food Contamination,vegan diet avoids food contamination.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D005506,Food Contamination,http://purl.obolibrary.org/obo/ONS_1000052,halal diet,halal diet,Food Contamination,halal diet avoids food contamination.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,http://purl.obolibrary.org/obo/FOODON_00001002,food product,food product,Food Labeling,food product are packaged with food labeling.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,http://purl.obolibrary.org/obo/FOODON_00001015,plant food product,plant food product,Food Labeling,plant food product are subject to food labeling.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,http://purl.obolibrary.org/obo/FOODON_00003194,vegetarian food material,vegetarian food material,Food Labeling,vegetarian food material is subject to food labeling.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,http://purl.obolibrary.org/obo/FOODON_00004242,animal food product,animal food product,Food Labeling,animal food product requires food labeling.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,http://purl.obolibrary.org/obo/ONS_1000019,diet by food organism,diet by food organism,Food Labeling,"diet by food organism is determined by food labeling,.",expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,http://purl.obolibrary.org/obo/ONS_1000026,pescetarian diet,pescetarian diet,Food Labeling,pescetarian diet adheres to guidelines set by food labeling.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,http://purl.obolibrary.org/obo/ONS_1000028,non-pork diet,non-pork diet,Food Labeling,non-pork diet is a type of food described by food labeling.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,http://purl.obolibrary.org/obo/ONS_1000040,"low-carbohydrate, high-protien, high fat diet","low-carbohydrate, high-protien, high fat diet",Food Labeling,"low-carbohydrate, high-protien, high fat diet is guided by food labeling.",expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00001002,food product,food product,Food Technology,food product uses food technology.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00001015,plant food product,plant food product,Food Technology,plant food product utilizes food technology.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00001046,animal seafood product,animal seafood product,Food Technology,animal seafood product is improved by food technology.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00001143,fungus food product,fungus food product,Food Technology,fungus food products are studied by the food technology,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00001248,fish food product,fish food product,Food Technology,fish food product uses food technology.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00002403,food material,food material,Food Technology,food material is improved by food technology.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00003194,vegetarian food material,vegetarian food material,Food Technology,vegetarian food material is applyed by food technology,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00004242,animal food product,animal food product,Food Technology,animal food product benefits from food technology.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/ONS_1000005,diet by nutritional composition,diet by nutritional composition,Food Technology,diet by nutritional composition is improved by food technology.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/ONS_1000007,prescribed diet,prescribed diet,Food Technology,prescribed diet uses food technology.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/ONS_1000021,vegan diet,vegan diet,Food Technology,vegan diet may utilize food technology.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/ONS_1000040,"low-carbohydrate, high-protien, high fat diet","low-carbohydrate, high-protien, high fat diet",Food Technology,"low-carbohydrate, high-protien, high fat diet may be developed with food technology.",expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/ONS_1000052,halal diet,halal diet,Food Technology,Halal diet involves food technology and its applications.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/ONS_1000066,rural diet,rural diet,Food Technology,rural diet often involves food technology.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D007221,Industry,http://purl.obolibrary.org/obo/FOODON_00003194,vegetarian food material,vegetarian food material,Industry,vegetarian food material is produced by the industry.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D007221,Industry,http://purl.obolibrary.org/obo/FOODON_03420164,animal material,animal material,Industry,animal material is processed within the industry.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D007221,Industry,http://purl.obolibrary.org/obo/ONS_1000026,pescetarian diet,pescetarian diet,Industry,pescetarian diet is a type of industry that produces vegetarian food material.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/FOODON_00001002,food product,food product,Nutritive Value,food product provides nutritive value.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/FOODON_00001015,plant food product,plant food product,Nutritive Value,plant food product provides nutritive value.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/FOODON_00001143,fungus food product,fungus food product,Nutritive Value,fungus food products provides nutritional value.,one_or_both_labels_not_literal,priority_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/FOODON_00003194,vegetarian food material,vegetarian food material,Nutritive Value,vegetarian food material can have high nutritive value.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/FOODON_00004242,animal food product,animal food product,Nutritive Value,animal food product provide nutritive value.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/FOODON_03420164,animal material,animal material,Nutritive Value,animal material provides nutritive value.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000001,diet,diet,Nutritive Value,diet consists of food which has nutritive value.,expected_subject_before_object,standard_review,,
MO_L_E1_D21,mesh_ons,MeSH–ONS,Llama,with,2-1,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000005,diet by nutritional composition,diet by nutritional composition,Nutritive Value,diet by nutritional composition is influenced by nutritive value.,expected_subject_before_object,standard_review,,
