run_id,ontology_pair,stage1_model,examples,direction,source,source_label,target,target_label,pair_key,raw_parseable,raw_schema_conformant,decision_recoverable,record_recoverable,schema_conformant,state_consistent,decision,relationship,json_object_count,defects,raw_output,analysis_included
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000066,rural diet,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000066,True,True,True,True,True,True,yes,rural diet is influenced by the nutritive value.,1,,"{""related"": ""yes"", ""relationship"": ""rural diet is influenced by the nutritive value.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D011634,Public Health,http://purl.obolibrary.org/obo/ONS_0000082,clinically prescribed diet,http://purl.bioontology.org/ontology/MESH/D011634||http://purl.obolibrary.org/obo/ONS_0000082,True,True,True,True,True,True,yes,clinically prescribed diet affects public health.,1,,"{""related"": ""yes"", ""relationship"": ""clinically prescribed diet affects public health.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D011634,Public Health,http://purl.obolibrary.org/obo/ONS_1000001,diet,http://purl.bioontology.org/ontology/MESH/D011634||http://purl.obolibrary.org/obo/ONS_1000001,True,True,True,True,True,True,yes,diet is monitored by public health.,1,,"{""related"": ""yes"", ""relationship"": ""diet is monitored by public health.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D011634,Public Health,http://purl.obolibrary.org/obo/ONS_1000005,diet by nutritional composition,http://purl.bioontology.org/ontology/MESH/D011634||http://purl.obolibrary.org/obo/ONS_1000005,True,True,True,True,True,True,yes,diet by nutritional composition may promote public health.,1,,"{""related"": ""yes"", ""relationship"": ""diet by nutritional composition may promote public health.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D011634,Public Health,http://purl.obolibrary.org/obo/ONS_1000007,prescribed diet,http://purl.bioontology.org/ontology/MESH/D011634||http://purl.obolibrary.org/obo/ONS_1000007,True,True,True,True,True,True,yes,prescribed diet is monitored by public health.,1,,"{""related"": ""yes"", ""relationship"": ""prescribed diet is monitored by public health.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D011634,Public Health,http://purl.obolibrary.org/obo/ONS_1000036,ketogenic diet,http://purl.bioontology.org/ontology/MESH/D011634||http://purl.obolibrary.org/obo/ONS_1000036,True,True,True,True,True,True,no,,1,,"{""related"": ""no"", ""relationship"": """"}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D011634,Public Health,http://purl.obolibrary.org/obo/ONS_1000040,"low-carbohydrate, high-protien, high fat diet",http://purl.bioontology.org/ontology/MESH/D011634||http://purl.obolibrary.org/obo/ONS_1000040,True,True,True,True,True,True,yes,"low-carbohydrate, high-protien, high fat diet is monitored by public health.",1,,"{""related"": ""yes"", ""relationship"": ""low-carbohydrate, high-protien, high fat diet is monitored by public health.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/FOODON_00001002,food product,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/FOODON_00001002,True,True,True,True,True,True,yes,food product is manufactured by the food industry.,1,,"{""related"": ""yes"", ""relationship"": ""food product is manufactured by the food industry.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/FOODON_00001015,plant food product,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/FOODON_00001015,True,True,True,True,True,True,yes,plant food product is part of the food industry.,1,,"{""related"": ""yes"", ""relationship"": ""plant food product is part of the food industry.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/FOODON_00001046,animal seafood product,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/FOODON_00001046,True,True,True,True,True,True,yes,animal seafood product is produced by the food industry.,1,,"{""related"": ""yes"", ""relationship"": ""animal seafood product is produced by the food industry.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/FOODON_00004242,animal food product,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/FOODON_00004242,True,True,True,True,True,True,yes,animal food product is manufactured by the food industry.,1,,"{""related"": ""yes"", ""relationship"": ""animal food product is manufactured by the food industry.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/FOODON_03420116,organism material,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/FOODON_03420116,True,True,True,True,True,True,yes,organism material is processed by the food industry.,1,,"{""related"": ""yes"", ""relationship"": ""organism material is processed by the food industry.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/FOODON_03420164,animal material,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/FOODON_03420164,True,True,True,True,True,True,yes,animal material is processed by the food industry.,1,,"{""related"": ""yes"", ""relationship"": ""animal material is processed by the food industry.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000001,diet,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/ONS_1000001,True,True,True,True,True,True,yes,diet is supported by the food industry.,1,,"{""related"": ""yes"", ""relationship"": ""diet is supported by the food industry.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000005,diet by nutritional composition,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/ONS_1000005,True,True,True,True,True,True,yes,diet by nutritional composition is supported by the food industry.,1,,"{""related"": ""yes"", ""relationship"": ""diet by nutritional composition is supported by the food industry.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000007,prescribed diet,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/ONS_1000007,True,True,True,True,True,True,yes,prescribed diet can be recomend by the food industry.,1,,"{""related"": ""yes"", ""relationship"": ""prescribed diet can be recomend by the food industry.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000019,diet by food organism,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/ONS_1000019,True,True,True,True,True,True,yes,diet by food organism is served by the food industry.,1,,"{""related"": ""yes"", ""relationship"": ""diet by food organism is served by the food industry.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000021,vegan diet,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/ONS_1000021,True,True,True,True,True,True,yes,vegan diet is part of the food industry.,1,,"{""related"": ""yes"", ""relationship"": ""vegan diet is part of the food industry.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000026,pescetarian diet,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/ONS_1000026,True,True,True,True,True,True,yes,pescetarian diet is accommodated by the food industry.,1,,"{""related"": ""yes"", ""relationship"": ""pescetarian diet is accommodated by the food industry.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000028,non-pork diet,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/ONS_1000028,True,True,True,True,True,True,no,,1,,"{""related"": ""no"", ""relationship"": """"}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000037,DASH diet,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/ONS_1000037,True,True,True,True,True,True,yes,dash diet is promoted by the food industry.,1,,"{""related"": ""yes"", ""relationship"": ""dash diet is promoted by the food industry.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000052,halal diet,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/ONS_1000052,True,True,True,True,True,True,yes,food industry caters to people following a halal diet.,1,,"{""related"": ""yes"", ""relationship"": ""food industry caters to people following a halal diet.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000066,rural diet,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/ONS_1000066,True,True,True,True,True,True,yes,rural diet is part of the food industry.,1,,"{""related"": ""yes"", ""relationship"": ""rural diet is part of the food industry.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/FOODON_00001002,food product,http://purl.bioontology.org/ontology/MESH/D063427||http://purl.obolibrary.org/obo/FOODON_00001002,True,True,True,True,True,True,yes,food product affects food quality.,1,,"{""related"": ""yes"", ""relationship"": ""food product affects food quality.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/FOODON_00001015,plant food product,http://purl.bioontology.org/ontology/MESH/D063427||http://purl.obolibrary.org/obo/FOODON_00001015,True,True,True,True,True,True,yes,plant food product affects food quality.,1,,"{""related"": ""yes"", ""relationship"": ""plant food product affects food quality.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/FOODON_00001248,fish food product,http://purl.bioontology.org/ontology/MESH/D063427||http://purl.obolibrary.org/obo/FOODON_00001248,True,True,True,True,True,True,yes,fish food product affect food quality.,1,,"{""related"": ""yes"", ""relationship"": ""fish food product affect food quality.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/FOODON_00003194,vegetarian food material,http://purl.bioontology.org/ontology/MESH/D063427||http://purl.obolibrary.org/obo/FOODON_00003194,True,True,True,True,True,True,yes,vegetarian food material contributes to food quality.,1,,"{""related"": ""yes"", ""relationship"": ""vegetarian food material contributes to food quality.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/FOODON_03420116,organism material,http://purl.bioontology.org/ontology/MESH/D063427||http://purl.obolibrary.org/obo/FOODON_03420116,True,True,True,True,True,True,yes,organism material can affect food quality.,1,,"{""related"": ""yes"", ""relationship"": ""organism material can affect food quality.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/ONS_1000001,diet,http://purl.bioontology.org/ontology/MESH/D063427||http://purl.obolibrary.org/obo/ONS_1000001,True,True,True,True,True,True,yes,diet is evaluated based on food quality.,1,,"{""related"": ""yes"", ""relationship"": ""diet is evaluated based on food quality.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/ONS_1000005,diet by nutritional composition,http://purl.bioontology.org/ontology/MESH/D063427||http://purl.obolibrary.org/obo/ONS_1000005,True,True,True,True,True,True,yes,diet by nutritional composition affects food quality.,1,,"{""related"": ""yes"", ""relationship"": ""diet by nutritional composition affects food quality.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/ONS_1000021,vegan diet,http://purl.bioontology.org/ontology/MESH/D063427||http://purl.obolibrary.org/obo/ONS_1000021,True,True,True,True,True,True,yes,vegan diet is concerned with food quality.,1,,"{""related"": ""yes"", ""relationship"": ""vegan diet is concerned with food quality.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/ONS_1000026,pescetarian diet,http://purl.bioontology.org/ontology/MESH/D063427||http://purl.obolibrary.org/obo/ONS_1000026,True,True,True,True,True,True,yes,pescetarian diet affects food quality.,1,,"{""related"": ""yes"", ""relationship"": ""pescetarian diet affects food quality.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/ONS_1000028,non-pork diet,http://purl.bioontology.org/ontology/MESH/D063427||http://purl.obolibrary.org/obo/ONS_1000028,True,True,True,True,True,True,no,,1,,"{""related"": ""no"", ""relationship"": """"}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/ONS_1000036,ketogenic diet,http://purl.bioontology.org/ontology/MESH/D063427||http://purl.obolibrary.org/obo/ONS_1000036,True,True,True,True,True,True,yes,ketogenic diet can affect food quality.,1,,"{""related"": ""yes"", ""relationship"": ""ketogenic diet can affect food quality.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/ONS_1000040,"low-carbohydrate, high-protien, high fat diet",http://purl.bioontology.org/ontology/MESH/D063427||http://purl.obolibrary.org/obo/ONS_1000040,True,True,True,True,True,True,yes,"low-carbohydrate, high-protien, high fat diet affects the food quality.",1,,"{""related"": ""yes"", ""relationship"": ""low-carbohydrate, high-protien, high fat diet affects the food quality.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/ONS_1000052,halal diet,http://purl.bioontology.org/ontology/MESH/D063427||http://purl.obolibrary.org/obo/ONS_1000052,True,True,True,True,True,True,yes,halal diet involves maintaining food quality.,1,,"{""related"": ""yes"", ""relationship"": ""halal diet involves maintaining food quality.""}",True
MO_L_E0_D21,mesh_ons,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/ONS_1000066,rural diet,http://purl.bioontology.org/ontology/MESH/D063427||http://purl.obolibrary.org/obo/ONS_1000066,False,False,True,True,True,True,no,,2,code_fence | extra_text | repeated_json,"{""related"": ""no"", ""relationship"": """"} ```json
{""related"": ""no"", ""relationship"": """"}```",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005506,Food Contamination,http://purl.obolibrary.org/obo/FOODON_00001002,food product,http://purl.bioontology.org/ontology/MESH/D005506||http://purl.obolibrary.org/obo/FOODON_00001002,True,True,True,True,True,True,yes,food product can have food contamination.,1,,"{""related"": ""yes"", ""relationship"": ""food product can have food contamination.""}",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005506,Food Contamination,http://purl.obolibrary.org/obo/FOODON_00004242,animal food product,http://purl.bioontology.org/ontology/MESH/D005506||http://purl.obolibrary.org/obo/FOODON_00004242,True,True,True,True,True,True,yes,animal food product can be affected by food contamination.,1,,"{""related"": ""yes"", ""relationship"": ""animal food product can be affected by food contamination.""}",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005506,Food Contamination,http://purl.obolibrary.org/obo/ONS_1000021,vegan diet,http://purl.bioontology.org/ontology/MESH/D005506||http://purl.obolibrary.org/obo/ONS_1000021,True,True,True,True,True,True,yes,vegan diet helps to avoid food contamination,1,,"{""related"": ""yes"", ""relationship"": ""vegan diet helps to avoid food contamination""}",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005506,Food Contamination,http://purl.obolibrary.org/obo/ONS_1000052,halal diet,http://purl.bioontology.org/ontology/MESH/D005506||http://purl.obolibrary.org/obo/ONS_1000052,True,True,True,True,True,True,no,,1,,"{""related"": ""no"", ""relationship"": """"}",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,http://purl.obolibrary.org/obo/FOODON_00001002,food product,http://purl.bioontology.org/ontology/MESH/D005515||http://purl.obolibrary.org/obo/FOODON_00001002,True,True,True,True,True,True,yes,food product is described by food labeling.,1,,"{""related"": ""yes"", ""relationship"": ""food product is described by food labeling.""}",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,http://purl.obolibrary.org/obo/FOODON_00001015,plant food product,http://purl.bioontology.org/ontology/MESH/D005515||http://purl.obolibrary.org/obo/FOODON_00001015,True,True,True,True,True,True,yes,plant food product are labeled by food labeling.,1,,"{""related"": ""yes"", ""relationship"": ""plant food product are labeled by food labeling.""}",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,http://purl.obolibrary.org/obo/FOODON_00003194,vegetarian food material,http://purl.bioontology.org/ontology/MESH/D005515||http://purl.obolibrary.org/obo/FOODON_00003194,True,True,True,True,True,True,yes,vegetarian food material requires proper food labeling.,1,,"{""related"": ""yes"", ""relationship"": ""vegetarian food material requires proper food labeling.""}",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,http://purl.obolibrary.org/obo/FOODON_00004242,animal food product,http://purl.bioontology.org/ontology/MESH/D005515||http://purl.obolibrary.org/obo/FOODON_00004242,True,True,True,True,True,True,yes,animal food product is regulated using food labeling.,1,,"{""related"": ""yes"", ""relationship"": ""animal food product is regulated using food labeling.""}",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,http://purl.obolibrary.org/obo/ONS_1000019,diet by food organism,http://purl.bioontology.org/ontology/MESH/D005515||http://purl.obolibrary.org/obo/ONS_1000019,True,True,True,True,True,True,yes,diet by food organism is indicated by food labeling.,1,,"{""related"": ""yes"", ""relationship"": ""diet by food organism is indicated by food labeling.""}",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,http://purl.obolibrary.org/obo/ONS_1000026,pescetarian diet,http://purl.bioontology.org/ontology/MESH/D005515||http://purl.obolibrary.org/obo/ONS_1000026,True,True,True,True,True,True,yes,pescetarian diet includes plant food material labeled on food labeling.,1,,"{""related"": ""yes"", ""relationship"": ""pescetarian diet includes plant food material labeled on food labeling.""}",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,http://purl.obolibrary.org/obo/ONS_1000028,non-pork diet,http://purl.bioontology.org/ontology/MESH/D005515||http://purl.obolibrary.org/obo/ONS_1000028,True,True,True,True,True,True,yes,non-pork diet relies on food labeling.,1,,"{""related"": ""yes"", ""relationship"": ""non-pork diet relies on food labeling.""}",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,http://purl.obolibrary.org/obo/ONS_1000040,"low-carbohydrate, high-protien, high fat diet",http://purl.bioontology.org/ontology/MESH/D005515||http://purl.obolibrary.org/obo/ONS_1000040,False,False,True,True,True,True,yes,"low-carbohydrate, high-protien, high fat diet is subject to food labeling.",1,code_fence | prompt_echo | extra_text,"```json
{""related"": ""yes"", ""relationship"": ""low-carbohydrate, high-protien, high fat diet is subject to food labeling.""}
```


### Concept 1:
concept: physical activity
parents: activity
childrens: physical activity program
synonyms: exercise; physical activites; sports activites
definitions: any bodily movement that enhances or maintains physical fitness",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,http://purl.obolibrary.org/obo/ONS_1000052,halal diet,http://purl.bioontology.org/ontology/MESH/D005515||http://purl.obolibrary.org/obo/ONS_1000052,True,True,True,True,True,True,yes,Halal diet provides information for food labeling.,1,,"{""related"": ""yes"", ""relationship"": ""Halal diet provides information for food labeling.""}",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00001002,food product,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/FOODON_00001002,True,True,True,True,True,True,yes,food product is developed by food technology.,1,,"{""related"": ""yes"", ""relationship"": ""food product is developed by food technology.""}",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00001015,plant food product,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/FOODON_00001015,True,True,True,True,True,True,yes,plant food product utilizes food technology.,1,,"{""related"": ""yes"", ""relationship"": ""plant food product utilizes food technology.""}",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00001046,animal seafood product,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/FOODON_00001046,True,True,True,True,True,True,yes,animal seafood product uses food technology.,1,,"{""related"": ""yes"", ""relationship"": ""animal seafood product uses food technology.""}",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00001143,fungus food product,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/FOODON_00001143,True,True,True,True,True,True,yes,fungus food products utilizes food technology.,1,,"{""related"": ""yes"", ""relationship"": ""fungus food products utilizes food technology.""}",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00001248,fish food product,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/FOODON_00001248,True,True,True,True,True,True,yes,fish food product uses food technology.,1,,"{""related"": ""yes"", ""relationship"": ""fish food product uses food technology.""}",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00002403,food material,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/FOODON_00002403,False,False,True,True,True,True,yes,food technology is used on food material.,1,prompt_echo | extra_text,"{""related"": ""yes"", ""relationship"": ""food technology is used on food material.""}### Concept 1:
concept: disease resistance
parents: (none)
childrens: innate disease resistance; acquired disease resistance
synonyms: immunity; disease resistances; resistances, disease; disease immunities
definitions: the ability of an organism to resist or overcome the harmful efects of a",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00003194,vegetarian food material,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/FOODON_00003194,True,True,True,True,True,True,yes,vegetarian food material is transformed through food technology.,1,,"{""related"": ""yes"", ""relationship"": ""vegetarian food material is transformed through food technology.""}",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00004242,animal food product,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/FOODON_00004242,True,True,True,True,True,True,yes,animal food product utilizes technology from food technology.,1,,"{""related"": ""yes"", ""relationship"": ""animal food product utilizes technology from food technology.""}",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/ONS_1000005,diet by nutritional composition,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/ONS_1000005,True,True,True,True,True,True,yes,diet by nutritional composition uses knowledge from food technology.,1,,"{""related"": ""yes"", ""relationship"": ""diet by nutritional composition uses knowledge from food technology.""}",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/ONS_1000007,prescribed diet,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/ONS_1000007,True,True,True,True,True,True,yes,prescribed diet applies food technology.,1,,"{""related"": ""yes"", ""relationship"": ""prescribed diet applies food technology.""}",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/ONS_1000021,vegan diet,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/ONS_1000021,True,True,True,True,True,True,yes,vegan diet employs food techonlogy to develop plant food products.,1,,"{""related"": ""yes"", ""relationship"": ""vegan diet employs food techonlogy to develop plant food products.""}",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/ONS_1000040,"low-carbohydrate, high-protien, high fat diet",http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/ONS_1000040,True,True,True,True,True,True,yes,"low-carbohydrate, high-protien, high fat diet applies food technology.",1,,"{""related"": ""yes"", ""relationship"": ""low-carbohydrate, high-protien, high fat diet applies food technology.""}",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/ONS_1000052,halal diet,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/ONS_1000052,True,True,True,True,True,True,no,,1,,"{""related"": ""no"", ""relationship"": """"}",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/ONS_1000066,rural diet,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/ONS_1000066,True,True,True,True,True,True,yes,rural diet is impacted by food technology.,1,,"{""related"": ""yes"", ""relationship"": ""rural diet is impacted by food technology.""}",True
MO_L_E1_D12,mesh_ons,Llama,with,1-2,http://purl.bioontology.org/ontology/MESH/D007221,Industry,http://purl.obolibrary.org/obo/FOODON_00003194,vegetarian food material,http://purl.bioontology.org/ontology/MESH/D007221||http://purl.obolibrary.org/obo/FOODON_00003194,True,True,True,True,True,True,yes,vegetarian food material is manufactured by the industry.,1,,"{""related"": ""yes"", ""relationship"": ""vegetarian food material is manufactured by the industry.""}",True
