reference_scope,run_id,ontology_pair,ontology_pair_label,stage1_model,examples,direction,pair_key,source_label,target_label,fate
expanded,MO_Q_E0_D12,mesh_ons,MeSH–ONS,Qwen,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00004242,Nutritive Value,animal food product,lost_in_stage1
expanded,MO_Q_E0_D12,mesh_ons,MeSH–ONS,Qwen,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00001046,Nutritive Value,animal seafood product,lost_in_stage1
expanded,MO_Q_E0_D12,mesh_ons,MeSH–ONS,Qwen,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000037,Nutritive Value,DASH diet,lost_in_stage1
expanded,MO_Q_E0_D12,mesh_ons,MeSH–ONS,Qwen,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000005,Nutritive Value,diet by nutritional composition,lost_in_stage1
expanded,MO_Q_E0_D12,mesh_ons,MeSH–ONS,Qwen,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00001248,Nutritive Value,fish food product,stage2_yes
expanded,MO_Q_E0_D12,mesh_ons,MeSH–ONS,Qwen,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00002403,Nutritive Value,food material,lost_in_stage1
expanded,MO_Q_E0_D12,mesh_ons,MeSH–ONS,Qwen,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00001002,Nutritive Value,food product,lost_in_stage1
expanded,MO_Q_E0_D12,mesh_ons,MeSH–ONS,Qwen,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00001143,Nutritive Value,fungus food product,lost_in_stage1
expanded,MO_Q_E0_D12,mesh_ons,MeSH–ONS,Qwen,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000043,Nutritive Value,gluten free diet,lost_in_stage1
expanded,MO_Q_E0_D12,mesh_ons,MeSH–ONS,Qwen,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000036,Nutritive Value,ketogenic diet,lost_in_stage1
expanded,MO_Q_E0_D12,mesh_ons,MeSH–ONS,Qwen,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000040,Nutritive Value,"low-carbohydrate, high-protien, high fat diet",lost_in_stage1
expanded,MO_Q_E0_D12,mesh_ons,MeSH–ONS,Qwen,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00001015,Nutritive Value,plant food product,lost_in_stage1
expanded,MO_Q_E0_D12,mesh_ons,MeSH–ONS,Qwen,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000066,Nutritive Value,rural diet,lost_in_stage1
expanded,MO_Q_E0_D12,mesh_ons,MeSH–ONS,Qwen,without,1-2,http://purl.bioontology.org/ontology/MESH/D011634||http://purl.obolibrary.org/obo/ONS_1000001,Public Health,diet,lost_in_stage1
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D005506||http://purl.obolibrary.org/obo/FOODON_00004242,Food Contamination,animal food product,lost_in_stage1
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D005506||http://purl.obolibrary.org/obo/FOODON_00001046,Food Contamination,animal seafood product,lost_in_stage1
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D005506||http://purl.obolibrary.org/obo/FOODON_00001248,Food Contamination,fish food product,lost_in_stage1
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D005506||http://purl.obolibrary.org/obo/FOODON_00001002,Food Contamination,food product,lost_in_stage1
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D005506||http://purl.obolibrary.org/obo/FOODON_00001143,Food Contamination,fungus food product,lost_in_stage1
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D005506||http://purl.obolibrary.org/obo/FOODON_00001015,Food Contamination,plant food product,lost_in_stage1
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/FOODON_00002403,Food Industry,food material,lost_in_stage1
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/FOODON_00001002,Food Industry,food product,lost_in_stage1
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D005515||http://purl.obolibrary.org/obo/FOODON_00002403,Food Labeling,food material,lost_in_stage1
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D005515||http://purl.obolibrary.org/obo/FOODON_00001002,Food Labeling,food product,lost_in_stage1
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D063427||http://purl.obolibrary.org/obo/FOODON_00002403,Food Quality,food material,stage2_yes
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D063427||http://purl.obolibrary.org/obo/FOODON_00001002,Food Quality,food product,stage2_yes
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/FOODON_00002403,Food Technology,food material,lost_in_stage1
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/FOODON_00001002,Food Technology,food product,stage2_yes
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00004242,Nutritive Value,animal food product,lost_in_stage1
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00001046,Nutritive Value,animal seafood product,lost_in_stage1
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000037,Nutritive Value,DASH diet,lost_in_stage1
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000005,Nutritive Value,diet by nutritional composition,lost_in_stage1
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00001248,Nutritive Value,fish food product,stage2_yes
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00002403,Nutritive Value,food material,lost_in_stage1
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00001002,Nutritive Value,food product,lost_in_stage1
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00001143,Nutritive Value,fungus food product,lost_in_stage1
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000043,Nutritive Value,gluten free diet,lost_in_stage1
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000036,Nutritive Value,ketogenic diet,lost_in_stage1
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000040,Nutritive Value,"low-carbohydrate, high-protien, high fat diet",lost_in_stage1
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00001015,Nutritive Value,plant food product,lost_in_stage1
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000066,Nutritive Value,rural diet,lost_in_stage1
expanded,MO_Q_E0_D21,mesh_ons,MeSH–ONS,Qwen,without,2-1,http://purl.bioontology.org/ontology/MESH/D011634||http://purl.obolibrary.org/obo/ONS_1000001,Public Health,diet,lost_in_stage1
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D005506||http://purl.obolibrary.org/obo/FOODON_00004242,Food Contamination,animal food product,lost_in_stage1
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D005506||http://purl.obolibrary.org/obo/FOODON_00001046,Food Contamination,animal seafood product,lost_in_stage1
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D005506||http://purl.obolibrary.org/obo/FOODON_00001248,Food Contamination,fish food product,lost_in_stage1
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D005506||http://purl.obolibrary.org/obo/FOODON_00001002,Food Contamination,food product,lost_in_stage1
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D005506||http://purl.obolibrary.org/obo/FOODON_00001143,Food Contamination,fungus food product,lost_in_stage1
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D005506||http://purl.obolibrary.org/obo/FOODON_00001015,Food Contamination,plant food product,lost_in_stage1
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/FOODON_00002403,Food Industry,food material,lost_in_stage1
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/FOODON_00001002,Food Industry,food product,lost_in_stage1
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D005515||http://purl.obolibrary.org/obo/FOODON_00002403,Food Labeling,food material,lost_in_stage1
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D005515||http://purl.obolibrary.org/obo/FOODON_00001002,Food Labeling,food product,lost_in_stage1
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D063427||http://purl.obolibrary.org/obo/FOODON_00002403,Food Quality,food material,stage2_yes
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D063427||http://purl.obolibrary.org/obo/FOODON_00001002,Food Quality,food product,stage2_yes
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/FOODON_00002403,Food Technology,food material,lost_in_stage1
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/FOODON_00001002,Food Technology,food product,stage2_yes
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00004242,Nutritive Value,animal food product,lost_in_stage1
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00001046,Nutritive Value,animal seafood product,lost_in_stage1
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000037,Nutritive Value,DASH diet,lost_in_stage1
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000005,Nutritive Value,diet by nutritional composition,lost_in_stage1
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00001248,Nutritive Value,fish food product,stage2_yes
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00002403,Nutritive Value,food material,lost_in_stage1
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00001002,Nutritive Value,food product,lost_in_stage1
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00001143,Nutritive Value,fungus food product,lost_in_stage1
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000043,Nutritive Value,gluten free diet,lost_in_stage1
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000036,Nutritive Value,ketogenic diet,lost_in_stage1
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000040,Nutritive Value,"low-carbohydrate, high-protien, high fat diet",lost_in_stage1
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00001015,Nutritive Value,plant food product,lost_in_stage1
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000066,Nutritive Value,rural diet,lost_in_stage1
expanded,MO_Q_E1_D12,mesh_ons,MeSH–ONS,Qwen,with,1-2,http://purl.bioontology.org/ontology/MESH/D011634||http://purl.obolibrary.org/obo/ONS_1000001,Public Health,diet,lost_in_stage1
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D005506||http://purl.obolibrary.org/obo/FOODON_00004242,Food Contamination,animal food product,lost_in_stage1
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D005506||http://purl.obolibrary.org/obo/FOODON_00001046,Food Contamination,animal seafood product,lost_in_stage1
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D005506||http://purl.obolibrary.org/obo/FOODON_00001248,Food Contamination,fish food product,lost_in_stage1
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D005506||http://purl.obolibrary.org/obo/FOODON_00001002,Food Contamination,food product,lost_in_stage1
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D005506||http://purl.obolibrary.org/obo/FOODON_00001143,Food Contamination,fungus food product,lost_in_stage1
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D005506||http://purl.obolibrary.org/obo/FOODON_00001015,Food Contamination,plant food product,lost_in_stage1
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/FOODON_00002403,Food Industry,food material,lost_in_stage1
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/FOODON_00001002,Food Industry,food product,lost_in_stage1
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D005515||http://purl.obolibrary.org/obo/FOODON_00002403,Food Labeling,food material,lost_in_stage1
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D005515||http://purl.obolibrary.org/obo/FOODON_00001002,Food Labeling,food product,lost_in_stage1
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D063427||http://purl.obolibrary.org/obo/FOODON_00002403,Food Quality,food material,stage2_yes
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D063427||http://purl.obolibrary.org/obo/FOODON_00001002,Food Quality,food product,stage2_yes
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/FOODON_00002403,Food Technology,food material,lost_in_stage1
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/FOODON_00001002,Food Technology,food product,stage2_yes
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00004242,Nutritive Value,animal food product,lost_in_stage1
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00001046,Nutritive Value,animal seafood product,lost_in_stage1
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000037,Nutritive Value,DASH diet,lost_in_stage1
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000005,Nutritive Value,diet by nutritional composition,lost_in_stage1
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00001248,Nutritive Value,fish food product,stage2_yes
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00002403,Nutritive Value,food material,lost_in_stage1
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00001002,Nutritive Value,food product,lost_in_stage1
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00001143,Nutritive Value,fungus food product,lost_in_stage1
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000043,Nutritive Value,gluten free diet,lost_in_stage1
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000036,Nutritive Value,ketogenic diet,lost_in_stage1
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000040,Nutritive Value,"low-carbohydrate, high-protien, high fat diet",lost_in_stage1
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00001015,Nutritive Value,plant food product,lost_in_stage1
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000066,Nutritive Value,rural diet,lost_in_stage1
expanded,MO_Q_E1_D21,mesh_ons,MeSH–ONS,Qwen,with,2-1,http://purl.bioontology.org/ontology/MESH/D011634||http://purl.obolibrary.org/obo/ONS_1000001,Public Health,diet,lost_in_stage1
expanded,OM_Q_E0_D12,occo_mesh,OccO–MeSH,Qwen,without,1-2,http://purl.obolibrary.org/obo/OCCO_35301100||http://purl.bioontology.org/ontology/MESH/D019649,bartender,Food Industry,lost_in_stage1
expanded,OM_Q_E0_D12,occo_mesh,OccO–MeSH,Qwen,without,1-2,http://purl.obolibrary.org/obo/OCCO_35101100||http://purl.bioontology.org/ontology/MESH/D019649,chef or head cook,Food Industry,stage2_yes
expanded,OM_Q_E0_D12,occo_mesh,OccO–MeSH,Qwen,without,1-2,http://purl.obolibrary.org/obo/OCCO_35101100||http://purl.bioontology.org/ontology/MESH/D005515,chef or head cook,Food Labeling,lost_in_stage1
expanded,OM_Q_E0_D12,occo_mesh,OccO–MeSH,Qwen,without,1-2,http://purl.obolibrary.org/obo/OCCO_35101100||http://purl.bioontology.org/ontology/MESH/D009753,chef or head cook,Nutritive Value,lost_in_stage1
expanded,OM_Q_E0_D12,occo_mesh,OccO–MeSH,Qwen,without,1-2,http://purl.obolibrary.org/obo/OCCO_35201000||http://purl.bioontology.org/ontology/MESH/D019649,cook,Food Industry,lost_in_stage1
expanded,OM_Q_E0_D12,occo_mesh,OccO–MeSH,Qwen,without,1-2,http://purl.obolibrary.org/obo/OCCO_35201200||http://purl.bioontology.org/ontology/MESH/D005506,"cook, institution or cafeteria",Food Contamination,lost_in_stage1
expanded,OM_Q_E0_D12,occo_mesh,OccO–MeSH,Qwen,without,1-2,http://purl.obolibrary.org/obo/OCCO_35201200||http://purl.bioontology.org/ontology/MESH/D019649,"cook, institution or cafeteria",Food Industry,stage2_yes
expanded,OM_Q_E0_D12,occo_mesh,OccO–MeSH,Qwen,without,1-2,http://purl.obolibrary.org/obo/OCCO_35201200||http://purl.bioontology.org/ontology/MESH/D005515,"cook, institution or cafeteria",Food Labeling,lost_in_stage1
expanded,OM_Q_E0_D12,occo_mesh,OccO–MeSH,Qwen,without,1-2,http://purl.obolibrary.org/obo/OCCO_35201200||http://purl.bioontology.org/ontology/MESH/D063427,"cook, institution or cafeteria",Food Quality,lost_in_stage1
expanded,OM_Q_E0_D12,occo_mesh,OccO–MeSH,Qwen,without,1-2,http://purl.obolibrary.org/obo/OCCO_35201200||http://purl.bioontology.org/ontology/MESH/D009753,"cook, institution or cafeteria",Nutritive Value,lost_in_stage1
expanded,OM_Q_E0_D12,occo_mesh,OccO–MeSH,Qwen,without,1-2,http://purl.obolibrary.org/obo/OCCO_35201400||http://purl.bioontology.org/ontology/MESH/D005506,"cook, restaurant",Food Contamination,stage2_yes
expanded,OM_Q_E0_D12,occo_mesh,OccO–MeSH,Qwen,without,1-2,http://purl.obolibrary.org/obo/OCCO_35201400||http://purl.bioontology.org/ontology/MESH/D019649,"cook, restaurant",Food Industry,stage2_yes
expanded,OM_Q_E0_D12,occo_mesh,OccO–MeSH,Qwen,without,1-2,http://purl.obolibrary.org/obo/OCCO_35201400||http://purl.bioontology.org/ontology/MESH/D005515,"cook, restaurant",Food Labeling,stage2_yes
expanded,OM_Q_E0_D12,occo_mesh,OccO–MeSH,Qwen,without,1-2,http://purl.obolibrary.org/obo/OCCO_35201400||http://purl.bioontology.org/ontology/MESH/D063427,"cook, restaurant",Food Quality,lost_in_stage1
expanded,OM_Q_E0_D12,occo_mesh,OccO–MeSH,Qwen,without,1-2,http://purl.obolibrary.org/obo/OCCO_35201400||http://purl.bioontology.org/ontology/MESH/D009753,"cook, restaurant",Nutritive Value,lost_in_stage1
expanded,OM_Q_E0_D12,occo_mesh,OccO–MeSH,Qwen,without,1-2,http://purl.obolibrary.org/obo/OCCO_35300000||http://purl.bioontology.org/ontology/MESH/D019649,food or beverage serving worker,Food Industry,stage2_yes
expanded,OM_Q_E0_D12,occo_mesh,OccO–MeSH,Qwen,without,1-2,http://purl.obolibrary.org/obo/OCCO_35000000||http://purl.bioontology.org/ontology/MESH/D019649,food preparation or serving related occupation holder,Food Industry,lost_in_stage1
expanded,OM_Q_E0_D12,occo_mesh,OccO–MeSH,Qwen,without,1-2,http://purl.obolibrary.org/obo/OCCO_00000092||http://purl.bioontology.org/ontology/MESH/D005506,problem sensitivity,Food Contamination,lost_in_stage1
expanded,OM_Q_E0_D12,occo_mesh,OccO–MeSH,Qwen,without,1-2,http://purl.obolibrary.org/obo/OCCO_00000042||http://purl.bioontology.org/ontology/MESH/D005506,quality control analysis,Food Contamination,lost_in_stage1
expanded,OM_Q_E0_D12,occo_mesh,OccO–MeSH,Qwen,without,1-2,http://purl.obolibrary.org/obo/OCCO_00000042||http://purl.bioontology.org/ontology/MESH/D063427,quality control analysis,Food Quality,lost_in_stage1
expanded,OM_Q_E0_D12,occo_mesh,OccO–MeSH,Qwen,without,1-2,http://purl.obolibrary.org/obo/OCCO_00000043||http://purl.bioontology.org/ontology/MESH/D005515,reading comprehension,Food Labeling,lost_in_stage1
expanded,OM_Q_E0_D12,occo_mesh,OccO–MeSH,Qwen,without,1-2,http://purl.obolibrary.org/obo/OCCO_35303100||http://purl.bioontology.org/ontology/MESH/D019649,waiter or waitress,Food Industry,lost_in_stage1
expanded,OM_Q_E0_D21,occo_mesh,OccO–MeSH,Qwen,without,2-1,http://purl.obolibrary.org/obo/OCCO_35301100||http://purl.bioontology.org/ontology/MESH/D019649,bartender,Food Industry,lost_in_stage1
expanded,OM_Q_E0_D21,occo_mesh,OccO–MeSH,Qwen,without,2-1,http://purl.obolibrary.org/obo/OCCO_35101100||http://purl.bioontology.org/ontology/MESH/D019649,chef or head cook,Food Industry,stage2_yes
